DATE;DATE;DOY;"Temperature
(oC)";"Relative Humidity
(%)";"Wind Speed
(m/s)";"Solar Radiation Rs
(w/m2)";"Rain";"Wind Direction
(oC)";"Max. Temperature
(oC)";"Max. Relative Humidity
(%)";"Max.  Wind Speed
(m/s)";"Max. Solar Radiation Rs
(w/m2)";"Min. Temperature
(oC)";"Min. Relative Humidity
(%)";"Min.  Wind Speed
(m/s)";Barometric Pressure (AVG) (mbar);Min. Barometric Pressure (AVG) (mbar);Max. Barometric Pressure (AVG) (mbar)
27/6/2025;Ιουν;178;29.53;44.2;0.57;282.4;0;231.1;36.98;72.8;2.91;865.7;21.52;23.6;0;1008.6;1006.4;1009.9
28/6/2025;Ιουν;179;26.61;58.6;0.58;186.8;9.4;234.1;32.02;84.9;5.43;951.2;22.04;40.7;0;1007.7;1006.1;1009.9
29/6/2025;Ιουν;180;24.48;57.2;2.25;294.8;0.6;113.2;29.78;85.3;5.16;931.2;20.5;35.9;0;1010.5;1008.7;1013
30/6/2025;Ιουν;181;25.68;53.5;1.18;317.4;0;153.3;32.78;82.2;4.93;961.4;17.06;33;0;1008.8;1006.4;1011.5
1/7/2025;Ιουλ;182;25.66;66;0.53;247.5;0;278.2;33.1;86.3;2.67;992.7;19.2;40.9;0;1007.3;1006.1;1010.5
2/7/2025;Ιουλ;183;24.27;60.2;0.8;319;0;333.4;29.56;93.7;2.83;892.6;18.13;33.3;0;1011.9;1010.5;1013.3
3/7/2025;Ιουλ;184;25.04;59.9;1.14;322.9;0.2;312.3;31.92;89.4;4.35;896;17.06;36.5;0;1013.5;1012;1015
4/7/2025;Ιουλ;185;25.49;55;0.81;324.5;0;289.3;32.78;81.4;3.38;898.9;17.37;30.3;0;1013.3;1011.2;1015
5/7/2025;Ιουλ;186;25.93;56.5;0.75;318.3;0;281.2;32.34;79.8;2.88;889.2;18.45;34;0;1011.1;1009.4;1012.5
6/7/2025;Ιουλ;187;26.71;57.7;0.68;310.9;0;276.5;33.51;85.7;2.95;876.5;18.52;31.5;0;1009.3;1006.4;1011.5
7/7/2025;Ιουλ;188;27.6;51.9;0.62;313.6;0;269.6;34.63;81.9;2.57;878.4;19.67;28.5;0;1004.5;1001.8;1007.9
8/7/2025;Ιουλ;189;27.24;53.2;0.49;315.3;0;269.6;34.34;75.2;2.24;874;18.86;30.9;0;1001.9;1000;1003.1
9/7/2025;Ιουλ;190;27.47;52.2;1.96;316.1;0;253.5;34.88;80.1;6.41;897.5;18.45;29.2;0;998.9;996.5;1001.3
10/7/2025;Ιουλ;191;24.9;46.5;0.89;306.8;0;222.8;30.29;71.3;3.77;892.6;20.72;32.1;0;1003.6;1000.8;1005.4
11/7/2025;Ιουλ;192;25.27;46.8;1.13;316.3;0;185;31.07;67.2;4.3;899.4;19.01;31.4;0;1006.2;1005.4;1007.7
12/7/2025;Ιουλ;193;25.65;53.5;0.97;293.9;0;249;32.07;77.1;3.35;888.2;18.35;34.1;0;1009.2;1007.7;1011.5
13/7/2025;Ιουλ;194;26.83;46.1;0.92;318.5;0;241.5;34.34;76.3;4.3;896;18.06;20.8;0;1011.9;1010.2;1013.3
14/7/2025;Ιουλ;195;27.65;45.3;0.67;316.1;0;201.5;35.76;70.1;3.22;895;18.23;21;0;1009.4;1006.1;1012.5
15/7/2025;Ιουλ;196;28.61;38.4;1.12;266.2;0;143.4;36.73;69.4;4.76;1044.9;20.11;20.2;0;1004.7;1001.8;1007.9
16/7/2025;Ιουλ;197;28.7;45.2;0.87;280.8;0;190.3;36.22;65;3.65;858.9;21.6;27.6;0;1003.5;1001.8;1004.6
17/7/2025;Ιουλ;198;27.98;48.9;0.71;294.9;0;190.3;34.2;76.8;3.01;848.6;20.38;26.5;0;1003.4;1001.3;1004.6
18/7/2025;Ιουλ;199;25.1;63.3;0.48;224.8;0;190.3;29.36;78.9;2.51;929.7;21.65;46.5;0;1005.4;1003.3;1007.1
19/7/2025;Ιουλ;200;25.81;59;0.47;261.7;0;190.2;32.66;84.8;2.83;904.8;19.96;37.3;0;1006.5;1005.1;1007.7
20/7/2025;Ιουλ;201;26.36;58.6;0.75;295;0;190.2;32.8;81.5;2.84;869.2;18.86;40.7;0;1005.3;1003.3;1006.9
21/7/2025;Ιουλ;202;27.55;59.3;0.64;304.2;0;190.3;34.39;90.9;2.54;864.8;19.62;33.2;0;1004.3;1003.1;1005.1
22/7/2025;Ιουλ;203;27.68;58.3;0.56;304.7;0;190.2;35.1;92.2;2.47;862.8;19.77;32;0;1004;1002.1;1005.1
23/7/2025;Ιουλ;204;30.29;46.7;0.55;300.5;0;190.2;39.62;76.9;2.75;852.6;20.47;22;0;1002.5;1001;1003.6
24/7/2025;Ιουλ;205;30.22;47.9;1.03;298.5;0;172;36.37;77.1;3.49;850.6;21.65;28.6;0;1003.7;1002.8;1005.9
25/7/2025;Ιουλ;206;29.21;52.3;0.68;276.6;0;158.5;35.73;76.7;3.03;838.9;22.09;30.5;0;1006.6;1005.9;1008.7
26/7/2025;Ιουλ;207;29.07;48.3;0.91;299.2;0;158.5;36.27;74.7;3.45;853;20.82;22.7;0;1006.8;1003.8;1008.9
27/7/2025;Ιουλ;208;28.56;47.7;0.75;300.3;0;158.5;36.27;70.3;2.86;861.3;20.84;22.9;0;999.4;996;1004.9
28/7/2025;Ιουλ;209;27.25;61;0.8;287.1;0;158.5;33.85;83.6;3.04;828.1;20.67;38.1;0;996;994.4;997.2
29/7/2025;Ιουλ;210;27.02;71.9;0.66;282.7;0;158.5;32.68;88.2;2.93;851.1;21.84;51.5;0;997.6;996.2;1000.5
30/7/2025;Ιουλ;211;28.29;51.2;1;290.4;0;158.5;32.78;77.9;3.48;848.6;23.94;36.9;0;1003.5;1000.8;1004.9
31/7/2025;Ιουλ;212;25.17;66.1;0.89;169.5;5.4;138.6;31.36;92.6;3.19;999.5;20.77;43.9;0;1006.1;1005.1;1007.4
1/8/2025;Αυγ;213;25.95;55.9;0.6;156.9;0;93.5;31.71;75.9;4.16;970.2;21.43;39.1;0;1006.2;1004.6;1007.4
2/8/2025;Αυγ;214;26.95;49;1.45;287.6;0;52.9;33.12;71.6;5.12;876.5;21.18;25;0;1005.7;1004.6;1007.1
3/8/2025;Αυγ;215;25.61;55.4;0.87;298.8;0;37;31.92;75.7;3.19;866.7;19.2;31.8;0;1007.3;1006.1;1008.4
4/8/2025;Αυγ;216;26.14;55.3;0.66;296.1;0;39.8;32.73;78;3.02;856;19.47;32.5;0;1008;1006.6;1008.9
5/8/2025;Αυγ;217;26.63;51.6;1.28;292.4;0;62.3;34.51;76.9;3.92;922.9;19.35;28.2;0;1008.6;1006.9;1009.7
6/8/2025;Αυγ;218;26.61;50.2;1.47;167.7;0.4;68;34.46;77;5.28;852.6;19.55;29.1;0;1007.6;1005.6;1009.2
7/8/2025;Αυγ;219;28.91;45.3;1.56;270.5;0;53.9;34.88;71.9;4.54;852.6;22.18;27.5;0;1010;1008.7;1012.5
8/8/2025;Αυγ;220;29.23;40.7;2.37;289.2;0;45.7;34.37;56.8;6.26;844.7;24.75;25.5;0;1012.9;1012;1014.5
9/8/2025;Αυγ;221;27.42;45.5;1.93;297.3;0;42.6;35.29;78.1;6.06;879.4;18.77;19.8;0;1014.3;1012;1015.5
10/8/2025;Αυγ;222;29.45;33.1;2.13;298.3;0;61.8;37.59;64.1;5.65;860.9;22.04;19.9;0;1013.2;1010.5;1015
11/8/2025;Αυγ;223;29.14;42.7;1.46;294.7;0;75.6;38.64;66;4.43;850.6;21.38;20.7;0;1010.8;1007.7;1013.3
12/8/2025;Αυγ;224;28.83;44.3;1.55;277.5;0;68.2;35.54;68.3;4.57;826.2;21.45;30.6;0;1011.9;1010.2;1013
13/8/2025;Αυγ;225;27.69;40.6;2.83;290.2;0;50.9;33.51;55.6;6.09;855;21.96;21.2;0;1012.5;1010.5;1014
14/8/2025;Αυγ;226;27.46;40;1.89;280.2;0;51.2;33.37;61.5;4.37;861.8;20.28;26.6;0;1010.8;1008.9;1012.5
15/8/2025;Αυγ;227;27.2;42.5;2.43;218.3;0;46.9;32.46;67.8;5.17;852.6;21.96;30.8;0.12;1010.6;1008.2;1012.2
16/8/2025;Αυγ;228;27.43;35.2;3.27;196.1;0;49.9;33.19;48.6;6.32;997.1;23.23;23.5;0.47;1007.6;1004.9;1009.4
17/8/2025;Αυγ;229;23.69;52.7;1.07;187.3;0;152.7;28.82;77.9;3.64;876.5;18.55;39;0;1004.8;1002.8;1006.6
18/8/2025;Αυγ;230;24.25;58.3;0.58;259.3;0;260;33.12;77.6;2.71;817.4;17.2;37.7;0;1006;1004.6;1007.9
19/8/2025;Αυγ;231;24.21;59.8;0.6;203.7;3;241.5;32.39;91.2;4.42;910.2;19.57;31;0;1008.5;1006.9;1013.5
20/8/2025;Αυγ;232;22.64;69.4;0.58;261.1;0;126.5;27.87;90.9;2.92;911.6;16.79;50.8;0;1007.7;1005.4;1009.7
21/8/2025;Αυγ;233;23.96;73.6;0.51;267.9;0;190.7;29.9;94.8;2.69;801.8;17.98;50.7;0;1007.1;1005.6;1007.9
22/8/2025;Αυγ;234;24.77;73;0.53;263.6;0;194.3;31.24;95.2;2.61;799.8;18.03;45.7;0;1003.1;1000;1006.4
23/8/2025;Αυγ;235;24.99;61.8;0.8;261.4;0;192.2;30.07;95.2;3.64;951.2;18.74;39.3;0;1003.9;1002.3;1005.4
24/8/2025;Αυγ;236;24.81;44.6;0.72;255.4;0;131.2;29.65;66.6;3.18;836.4;19.23;30.7;0;1008.6;1005.4;1011.5
25/8/2025;Αυγ;237;24.26;41.2;0.87;272.7;0;229.7;29.53;59.7;2.83;902.8;18.25;28.9;0;1011.4;1009.2;1013
26/8/2025;Αυγ;238;22.76;56.5;0.86;250.9;0;272.8;28.63;80.1;3.49;895;17.3;32.8;0;1011.7;1010.2;1013
27/8/2025;Αυγ;239;23.29;45.7;1.24;279.7;0;220.2;31.36;70.1;4.15;849.1;15.88;21;0;1011.3;1008.9;1012.7
28/8/2025;Αυγ;240;23.41;50.3;1.06;279.3;0;119.8;31.07;76.5;3.95;847.7;15.4;23.9;0;1011.7;1009.7;1013.5
29/8/2025;Αυγ;241;23.5;56;0.75;274.9;0;138.8;31.75;81.9;3.87;835.5;15.35;23.8;0;1009.4;1006.4;1011.7
30/8/2025;Αυγ;242;23.93;61.8;0.79;255.6;0;140.1;29.12;76.8;2.41;795.9;17.84;44.5;0;1006.6;1005.1;1007.9
31/8/2025;Αυγ;243;23.32;79.1;0.53;175.2;0.2;246.5;29.46;96.6;3.41;824.7;18.96;47.2;0;1004.5;1003.3;1005.9
1/9/2025;Σεπ;244;23.22;69;0.59;253.3;0;173.7;29;96.4;2.97;863.8;17.25;49.3;0;1006.1;1004.9;1007.1
2/9/2025;Σεπ;245;25.2;56.2;1.03;257.4;0;139.2;32.58;89.8;4.72;795.9;18.18;33.2;0;1006.3;1004.6;1007.4
3/9/2025;Σεπ;246;26.29;51.9;0.68;243.1;0;139.6;33.41;74.2;3.28;770.5;19.74;32.3;0;1006.7;1005.1;1007.7
4/9/2025;Σεπ;247;26.48;48.4;1.93;224.1;0;58.8;32.46;70.2;5.02;897;20.11;31.7;0;1006.5;1005.1;1007.7
5/9/2025;Σεπ;248;27.33;43.4;1.72;244.8;0;56.1;32.56;64.1;5.07;783.7;20.91;30.1;0;1008.1;1006.6;1010.2
6/9/2025;Σεπ;249;23.58;54.6;1.13;252.2;0;116.5;30.9;78.1;4.48;856.5;17.84;23.7;0;1011.3;1010.2;1012.7
7/9/2025;Σεπ;250;22.55;55.9;0.87;231.5;0;157.1;29.85;77.4;4.14;873.5;14.81;30.9;0;1012;1010.2;1013.3
8/9/2025;Σεπ;251;22.95;53.9;1.14;238.6;0;151.5;29.85;75.1;3.97;778.8;17.01;26.8;0;1010.4;1008.7;1011.7
9/9/2025;Σεπ;252;22.42;57.3;0.68;229.2;0;256.4;28.7;77.4;3.02;766.1;16.23;36;0;1010.4;1009.2;1011.2
10/9/2025;Σεπ;253;22.61;66.7;0.51;220.6;0;178.8;29.14;83.6;2.31;746.1;16.18;50.2;0;1011.7;1010.7;1012.7
11/9/2025;Σεπ;254;23.16;65.7;0.42;208.3;0;170.4;29.39;86.4;1.88;773.9;17.13;41.6;0;1010.7;1008.7;1012.2
12/9/2025;Σεπ;255;24.95;62.6;0.53;226.2;0;132.3;31.12;86;3.4;751.5;17.79;42.7;0;1010.4;1009.2;1013.5
13/9/2025;Σεπ;256;24.05;65.2;1.39;206.4;0;115.1;29.87;82.4;4.7;761.7;19.86;42.3;0;1015.3;1013.5;1016.8
14/9/2025;Σεπ;257;22.62;58.2;1.42;232.7;0;114.6;28.65;79.6;4.58;759.8;18.99;34.3;0;1014.3;1011.7;1016.6
15/9/2025;Σεπ;258;21.37;68.2;0.8;224.8;0;150.1;27.87;87.3;3.46;747.1;16.32;47.8;0;1013.3;1012.2;1014.5
16/9/2025;Σεπ;259;22.53;61.2;0.75;233.1;0;169.7;29.34;89.4;3.22;753.9;15.93;34.2;0;1013.4;1011;1015.3
17/9/2025;Σεπ;260;21.69;62.1;0.41;137.7;0;139.6;29.14;82.1;2.49;853.5;15.88;36.1;0;1009.9;1007.7;1012.5
18/9/2025;Σεπ;261;20.7;43.3;1;227.9;0;126.9;26.24;61.1;4;789.1;16.15;27.3;0;1016.3;1012.5;1019.9
19/9/2025;Σεπ;262;19.26;48.2;0.67;231.2;0;265.6;26.5;68.8;3.35;756.8;11.2;27.3;0;1020.6;1019.4;1021.6
20/9/2025;Σεπ;263;20.77;52;1.22;226.7;0;171.1;28.63;70.9;4.93;743.2;14.25;29;0;1020;1017.8;1021.9
21/9/2025;Σεπ;264;22.13;57.9;0.96;224.2;0;141.8;29.34;82.9;4.95;797.9;15.62;34.4;0;1016.6;1013.8;1019.4
22/9/2025;Σεπ;265;21.25;56.3;0.82;226.5;0;115.6;28.95;80;2.94;751.5;14.32;28.7;0;1013.2;1011.5;1015.5
23/9/2025;Σεπ;266;20.29;63.6;0.52;220.2;0;158.4;26.77;85.5;2.64;734.4;13.61;43;0;1012;1010.2;1013.5
24/9/2025;Σεπ;267;20.41;73.1;0.51;215.4;0;185.3;26.9;89.4;2.3;723.2;13.32;50.2;0;1010.7;1008.9;1012
25/9/2025;Σεπ;268;20.93;64.2;1.41;189.3;0;96.1;27.34;90.4;4.35;728.5;14.98;40;0;1012.3;1010.2;1015.8
26/9/2025;Σεπ;269;20.52;53.1;2.64;193.4;0;43.4;25.14;66.2;6.16;709.5;18.11;37.6;0.69;1017.7;1016;1018.8
27/9/2025;Σεπ;270;18.68;49.1;2.25;203.1;0;55.1;22.87;62.8;5.48;794;15.57;31.9;0.01;1017.7;1015.3;1019.6
28/9/2025;Σεπ;271;17.41;54.3;0.68;121.1;0;87;21.48;67.1;2.52;723.6;14.37;37.9;0;1013.3;1010.2;1016.8
29/9/2025;Σεπ;272;17.49;67.8;0.23;111.8;0;152.6;20.45;81.2;1.96;626.5;14.83;52.8;0;1010.8;1009.7;1013
30/9/2025;Σεπ;273;17.76;73.6;0.5;129.4;0.2;174.3;21.18;90.2;2.87;875.5;15.37;53.6;0;1014.3;1013;1015.5
1/10/2025;Οκτ;274;17.53;57.2;0.36;101.7;0;150.5;22.45;82.4;2.42;527.8;12.44;35.8;0;1013.6;1012;1014.8
2/10/2025;Οκτ;275;15.83;75.8;0.99;26;18.2;39.3;17.79;99.8;3.93;119.6;14.27;48;0;1007.8;1002.6;1012.5
3/10/2025;Οκτ;276;16.37;86.2;2.03;134.7;21.1;182.7;19.18;100;4.8;762.2;12.76;57.5;0;1000.4;990.6;1004.9
4/10/2025;Οκτ;277;14.29;75.3;0.85;183.6;0;190.1;18.67;92.4;4.07;882.8;11.39;48.6;0;1008.7;1004.9;1012
5/10/2025;Οκτ;278;14.57;67;0.7;212.4;0;211.5;21.18;86.2;3.6;762.7;8.56;43.4;0;1010.7;1009.2;1012
6/10/2025;Οκτ;279;15.82;83.7;0.11;62.1;1;58;20.55;96.2;1.19;642.1;10.95;66.4;0;1006.2;1004.4;1009.7
7/10/2025;Οκτ;280;12.95;86.2;0.41;39.7;15.6;226.7;14.88;95.9;1.96;242.7;11.49;73.2;0;1003.8;1002.8;1005.1
8/10/2025;Οκτ;281;14.49;74.1;0.43;123.9;0;315.1;18.96;90.3;3.13;711.9;11.59;48.8;0;1003.7;1002.3;1007.4
9/10/2025;Οκτ;282;16.01;71.9;0.93;186.6;0;236.6;21.13;92.5;4.18;1042;11.15;46.3;0;1010.8;1007.4;1016
10/10/2025;Οκτ;283;16.36;76;0.46;164.2;0;116;21.01;93.7;2.76;841.8;11.95;54.5;0;1018.2;1016;1020.1
11/10/2025;Οκτ;284;15.73;72.2;0.36;66.3;0;160.6;19.84;97.2;2.88;467.3;11.91;45.4;0;1016.9;1015.5;1019.4
12/10/2025;Οκτ;285;14.56;67.8;0.4;160.7;0;174.2;21.23;86.2;2.45;679.7;7.58;42.4;0;1018.6;1017.3;1020.1
13/10/2025;Οκτ;286;15.95;75.3;0.16;96.7;0;61.4;20.13;91;2.33;661.1;11.42;51.5;0;1015.6;1014.5;1017.3
14/10/2025;Οκτ;287;16.85;66;0.19;116.7;0;114.8;20.77;86;1.84;675.8;13.74;46.5;0;1015.3;1014;1016.3
15/10/2025;Οκτ;288;16.4;62.5;0.19;95.9;0;56.8;19.35;79.4;1.55;616.2;12.47;47.2;0;1016.5;1015.8;1017.8
16/10/2025;Οκτ;289;15.5;65.8;0.72;172.6;0;80;20.77;82;3.71;745.1;10.59;40.9;0;1018;1016.6;1019.4
17/10/2025;Οκτ;290;15.61;72.6;0.35;84;0.4;79.5;19.45;91.9;2;515.6;11.56;53.7;0;1016.9;1015;1019.1
18/10/2025;Οκτ;291;16.55;85.5;0.16;79;0;125.8;19.5;95;1.84;640.6;14.49;69.1;0;1015;1013.8;1016
19/10/2025;Οκτ;292;15.52;90;0.02;42.5;0.6;84.3;17.62;95.8;0.55;217.3;13.81;72.9;0;1015.2;1014.3;1016
20/10/2025;Οκτ;293;14.32;81.7;0.21;106.4;0;119.7;18.57;95.7;2.22;641.6;11.15;58.1;0;1013.5;1011.5;1015.8
21/10/2025;Οκτ;294;14.14;76.6;0.09;84.6;0;124.5;18.89;96.8;1.11;453.1;10.07;47.6;0;1011.3;1009.9;1012.5
22/10/2025;Οκτ;295;14.48;81.8;0.31;100.8;0;168.4;20.13;96.2;1.98;612.8;9.85;59.4;0;1009.2;1007.9;1010.5
23/10/2025;Οκτ;296;16.24;88.7;0.45;157.2;0;168.6;22.16;100;3.17;664.1;11.34;62.6;0;1006.9;1004.9;1009.2
24/10/2025;Οκτ;297;17.35;92.6;0.19;88.4;0.2;120;21.99;100;2.55;645;14.32;72.1;0;1002.5;1000.8;1005.4
25/10/2025;Οκτ;298;15.88;80.6;0.71;166.3;0;112.6;21.18;100;3.76;629.9;11.03;49.4;0;1007.6;1004.6;1009.7
26/10/2025;Οκτ;299;15.48;83.8;0.33;111.5;0;144.6;21.77;95.4;3.26;881.4;10.39;57.4;0;1005.8;1002.1;1009.9
27/10/2025;Οκτ;300;15.32;95.7;0.3;45.3;4.2;240.2;20.45;100;4.82;452.6;11.27;83.3;0;1001.5;998.8;1005.4
28/10/2025;Οκτ;301;13.56;89.5;0.41;115.6;0.2;235.7;20.06;100;3.11;729;8.36;61.1;0;1008.9;1004.9;1016.3
29/10/2025;Οκτ;302;12.46;79.4;0.34;161;0;143.8;19.03;95.4;2.18;614.3;7.07;50.6;0;1018;1016.3;1019.4
30/10/2025;Οκτ;303;12.59;77.9;0.24;161.4;0;218.7;19.91;97.1;1.98;664.6;6.07;47.1;0;1016.1;1013.5;1017.8
31/10/2025;Οκτ;304;13.84;80.7;0.46;140.3;0;227.5;19.91;97.7;2.76;663.6;8.76;54.6;0;1015.9;1014.3;1017.1
1/11/2025;Νοε;305;13.69;78.3;0.2;132.8;0;213.5;21.45;93.1;2.17;617.2;7.53;43.1;0;1017.7;1016.6;1019.1
2/11/2025;Νοε;306;14.47;80.8;0.35;137.6;0;203.3;20.6;97.9;2.02;592.3;10.07;59;0;1016.9;1015.3;1018.8
3/11/2025;Νοε;307;14.6;86.5;0.23;126.9;0;205.7;20.69;97.7;2.26;710.9;8.68;65;0;1014.5;1013.3;1015.3
4/11/2025;Νοε;308;14.36;96.9;0.1;17.8;20;137.5;16.89;100;2.13;203.6;12.69;81.9;0;1015.5;1013.8;1018.6
5/11/2025;Νοε;309;14.64;73.4;0.22;25.7;0.2;48.8;15.59;83.1;0.82;108.9;13.44;67.1;0.02;1017.7;1016.6;1018.8
6/11/2025;Νοε;310;13.82;70.4;0.18;18.5;0;47.7;14.74;85;0.81;84.5;12.78;60.9;0;1014;1012.2;1016.6
7/11/2025;Νοε;311;14.08;88.1;0.04;24.3;0.2;25.1;16.3;97.2;0.81;138.2;12.49;80.9;0;1012;1011.2;1013.5
8/11/2025;Νοε;312;15.84;94;0.65;48.4;0;92;18.72;100;2.77;479.5;12.37;82.9;0;1012.3;1011.2;1013.3
9/11/2025;Νοε;313;16.15;94;0.08;99.9;0;137.8;21.5;100;0.94;709;12.47;66.1;0;1013.6;1012.5;1014.8
10/11/2025;Νοε;314;16.4;96.5;0.41;44;3.2;221.4;18.28;100;2.12;277.3;14.52;80.4;0;1010.1;1007.7;1014
11/11/2025;Νοε;315;15.14;94.2;0.07;94.7;1;335.8;19.69;100;1;790.5;12.27;75;0;1008.5;1005.9;1013.5
12/11/2025;Νοε;316;12.96;86.6;0.38;125.7;0.2;269.6;17.42;99.9;2.09;580.1;9.56;65;0;1016.5;1013.8;1018.8
13/11/2025;Νοε;317;11.93;88.4;0.22;120.1;0;211.6;17.81;100;2.18;558.6;7.24;58.7;0;1018.5;1017.1;1019.9
14/11/2025;Νοε;318;11.69;88.6;0.18;130.2;0;210.4;18.11;100;1.73;548.3;6.58;55.2;0;1016.6;1014.8;1018.3
15/11/2025;Νοε;319;11.48;92.6;0.14;115;0;217.2;17.79;100;1.8;590.3;6.85;71.8;0;1014;1012.2;1016.3
16/11/2025;Νοε;320;11.84;91.7;0.39;118.8;0;235.1;17.81;100;2.53;587.9;6;71.4;0;1013.8;1012.5;1015.8
17/11/2025;Νοε;321;13.13;94.7;0.02;61.9;0;165.9;18.55;100;0.46;476.6;7.68;75.9;0;1014.3;1012.5;1016
18/11/2025;Νοε;322;15.87;93.8;0.03;64.2;0;117.2;19.96;100;0.78;398;11.56;74.1;0;1012.1;1011;1013.8
19/11/2025;Νοε;323;16.57;92.5;0.31;60.2;0;204.9;20.5;100;2.26;365.2;14.05;71.3;0;1011.1;1010.2;1012
20/11/2025;Νοε;324;15.98;93.3;0.4;64;0;199.8;20.35;100;2.95;464.4;12.52;73.8;0;1010.9;1009.7;1011.5
21/11/2025;Νοε;325;18.1;92;1.68;90.5;0;169.3;20.74;100;5.53;475.6;14.93;78.7;0;1010.4;1009.4;1011
22/11/2025;Νοε;326;18.09;92.4;1.45;99.8;0;173.1;21.23;100;3.49;557.1;15.08;73.4;0;1010;1009.2;1011
23/11/2025;Νοε;327;15.56;80.2;1.75;66.2;1.4;225.1;18.67;99.9;6.32;497.6;9.15;57.2;0;1008.3;1006.4;1010.7
24/11/2025;Νοε;328;9.72;73.3;0.25;119.8;0;229.8;16.67;91.7;2.29;521.5;4.97;44.8;0;1012.8;1010.5;1014.3
25/11/2025;Νοε;329;10.29;80.2;0.07;83;0;220.6;17.06;93.3;1.39;568.4;4.39;57.5;0;1011.5;1008.7;1014
26/11/2025;Νοε;330;15.06;87.6;0.72;91.5;0;200.8;20.08;97.6;3.5;562.5;9.68;61.8;0;1007.1;1005.9;1008.7
27/11/2025;Νοε;331;15.86;93.4;1.93;27.2;13.4;199.7;17.86;100;8.97;175.8;12.83;85.7;0;1008.3;1006.1;1011.2
28/11/2025;Νοε;332;13.08;98.4;1.13;30.9;37.2;73.3;15.03;100;4.14;431.2;11.81;89.2;0;1009.8;1005.6;1012
29/11/2025;Νοε;333;10.58;99.1;0.63;10.3;39.4;189.8;11.81;100;4.38;113.8;8.17;95.5;0;1004.1;1000.3;1006.1
30/11/2025;Νοε;334;9.32;91.3;0.15;108.1;0;304.7;14.91;100;1.84;481.5;4.56;68.5;0;1007.5;1004.9;1010.5
1/12/2025;Δεκ;335;8.99;90.4;0.1;92.4;0.2;191.7;14.42;99.9;1.42;520.5;5.68;69.9;0;1014.2;1010.2;1017.8
2/12/2025;Δεκ;336;;;;;;;;;;;;;;;;
3/12/2025;Δεκ;337;;;;;;;;;;;;;;;;
4/12/2025;Δεκ;338;;;;;;;;;;;;;;;;
5/12/2025;Δεκ;339;;;;;;;;;;;;;;;;
6/12/2025;Δεκ;340;;;;;;;;;;;;;;;;
7/12/2025;Δεκ;341;;;;;;;;;;;;;;;;
8/12/2025;Δεκ;342;;;;;;;;;;;;;;;;
9/12/2025;Δεκ;343;;;;;;;;;;;;;;;;
10/12/2025;Δεκ;344;;;;;;;;;;;;;;;;
11/12/2025;Δεκ;345;;;;;;;;;;;;;;;;
12/12/2025;Δεκ;346;;;;;;;;;;;;;;;;
13/12/2025;Δεκ;347;;;;;;;;;;;;;;;;
14/12/2025;Δεκ;348;;;;;;;;;;;;;;;;
15/12/2025;Δεκ;349;;;;;;;;;;;;;;;;
16/12/2025;Δεκ;350;;;;;;;;;;;;;;;;
17/12/2025;Δεκ;351;;;;;;;;;;;;;;;;
18/12/2025;Δεκ;352;;;;;;;;;;;;;;;;
19/12/2025;Δεκ;353;;;;;;;;;;;;;;;;
20/12/2025;Δεκ;354;;;;;;;;;;;;;;;;
21/12/2025;Δεκ;355;;;;;;;;;;;;;;;;
22/12/2025;Δεκ;356;;;;;;;;;;;;;;;;
23/12/2025;Δεκ;357;;;;;;;;;;;;;;;;
24/12/2025;Δεκ;358;;;;;;;;;;;;;;;;
25/12/2025;Δεκ;359;;;;;;;;;;;;;;;;
26/12/2025;Δεκ;360;;;;;;;;;;;;;;;;
27/12/2025;Δεκ;361;;;;;;;;;;;;;;;;
28/12/2025;Δεκ;362;;;;;;;;;;;;;;;;
29/12/2025;Δεκ;363;;;;;;;;;;;;;;;;
30/12/2025;Δεκ;364;;;;;;;;;;;;;;;;
31/12/2025;Δεκ;365;;;;;;;;;;;;;;;;
