DATE;DATE;DOY;"Temperature
(oC)";"Relative Humidity
(%)";"Wind Speed
(m/s)";"Solar Radiation Rs
(w/m2)";"Rain";"Wind Direction
(oC)";"Max. Temperature
(oC)";"Max. Relative Humidity
(%)";"Max.  Wind Speed
(m/s)";"Max. Solar Radiation Rs
(w/m2)";"Min. Temperature
(oC)";"Min. Relative Humidity
(%)";"Min.  Wind Speed
(m/s)";Barometric Pressure (AVG) (mbar);Min. Barometric Pressure (AVG) (mbar);Max. Barometric Pressure (AVG) (mbar);"ETo
(mm)"
18/6/2022;Ιουν;169;21.1;71.7;0.8;169.6;0.4;84.3;27;91.7;5.1;1155.3;17.3;50.9;0;1012.6;1011.7;1014.5;1.9
19/6/2022;Ιουν;170;22.6;55.4;1.7;346.6;0.2;56.6;28.3;87.9;5.4;1083;15.7;33.2;0;1013.8;1012.2;1015;3
20/6/2022;Ιουν;171;22.5;57.4;1.1;341.5;0.2;215.2;27.9;81.6;4.3;1053.2;15.7;36.3;0;1009.6;1006.9;1013.3;2.3
21/6/2022;Ιουν;172;23.9;61.4;1;336.1;0.8;198.9;31.2;86;3.3;942.9;16.4;35.2;0;1006;1004.6;1007.7;2.2
22/6/2022;Ιουν;173;24.3;72.2;0.6;285.2;4.8;139.5;32.5;100;4.5;1008.3;17.8;38.2;0;1005.9;1004.4;1008.7;1.6
23/6/2022;Ιουν;174;22.4;84.5;0.6;221.6;28.6;158.5;30.1;100;3.4;945.3;18;44.7;0;1007.5;1005.6;1009.9;1.5
24/6/2022;Ιουν;175;22.2;68.9;1.2;285.3;0;166.8;26.8;89.1;5;1098.2;18.6;45.9;0;1009.8;1008.9;1010.7;2.3
25/6/2022;Ιουν;176;22.3;78.9;0.6;254;3.6;204.9;27.9;100;3;1025.9;17.3;59.1;0;1009.3;1007.7;1010.5;1.8
26/6/2022;Ιουν;177;21.9;87.7;0.8;206.1;3;156.8;27.9;100;2.7;1133.8;19;52.9;0;1011;1008.7;1013;1.8
27/6/2022;Ιουν;178;23;75.8;1;303.4;0;139.3;28.3;98;4.5;1137.2;17.6;49.8;0;1012.5;1011.2;1013.3;2.1
28/6/2022;Ιουν;179;24.6;66.2;1.2;276.9;0;98.4;30.5;96.2;4.6;1058.6;17.9;41;0;1011.4;1010.2;1013;2.4
29/6/2022;Ιουν;180;24.9;65;1.4;343.8;0;178.7;31.3;91.7;4.6;1030.3;18.5;33.8;0;1010.9;1009.4;1012.5;2.5
30/6/2022;Ιουν;181;24.8;67.4;0.9;338.5;0;192.8;30;87.9;3.1;938;19.3;45.4;0;1009.3;1007.9;1010.7;2.1
1/7/2022;Ιουλ;182;25.5;65.3;0.8;317.8;0;187.7;31.9;89.3;3.8;932.6;18.7;43.3;0;1010.5;1009.2;1011.5;2
2/7/2022;Ιουλ;183;26.4;67.5;1;334;0;184.9;31.7;89.4;3.2;931.7;20.1;50.7;0;1011.9;1011;1014;2.4
3/7/2022;Ιουλ;184;26.9;50.4;1.9;334.2;0;78.4;32.5;81.3;4.8;962.9;21;35.2;0;1012.8;1011;1014.3;3.7
4/7/2022;Ιουλ;185;24.1;53.1;1;356.8;0.4;166.4;32.3;79.5;3.6;983.9;15.5;19.8;0;1011.5;1009.4;1013;2.1
5/7/2022;Ιουλ;186;24.9;55.6;0.9;327.2;0;197.8;32.9;86.5;3.2;933.1;17;29.7;0;1010.6;1008.4;1012;2.1
6/7/2022;Ιουλ;187;25;64.9;0.9;264.8;0;170;30.4;91.5;5;1048.4;18.5;41.4;0;1008.5;1006.9;1010.2;2.1
7/7/2022;Ιουλ;188;25.3;61.5;1;299.9;0;184.3;30.7;85;3.4;1017.6;19.8;44.6;0;1008.9;1007.9;1010.2;2.3
8/7/2022;Ιουλ;189;23.1;74.5;0.6;207.1;0.6;145.9;29.2;96.8;3.1;1055.7;19.2;51;0;1009;1006.9;1011;1.7
9/7/2022;Ιουλ;190;22.5;65.8;1;117;0;119.7;25;94.1;3.1;603;19.3;48.4;0;1006.1;1004.9;1007.4;2.1
10/7/2022;Ιουλ;191;24.4;54.3;0.7;250.4;0.8;149.4;29.3;96.5;3.7;1102.1;18.6;37.3;0;1006.6;1005.4;1009.2;1.8
11/7/2022;Ιουλ;192;22.6;65.7;0.9;337.2;0;188.4;28.5;96.7;3.9;1006.4;16.4;35.6;0;1010.7;1008.9;1013;1.9
12/7/2022;Ιουλ;193;22.8;52.3;0.8;311.4;0;176.1;27.3;78.5;3.2;1165.5;17.3;34.9;0;1013.9;1012.7;1014.8;1.9
13/7/2022;Ιουλ;194;23.3;46.8;0.8;323.3;0;180;28.6;69.9;4.3;1209.5;18.2;28.2;0;1013.8;1012;1014.8;1.9
14/7/2022;Ιουλ;195;24.4;48.3;1.2;342.1;0;184.1;31.4;80.2;5.3;949.7;17;29.2;0;1013.1;1010.7;1015;2.6
15/7/2022;Ιουλ;196;25.3;53.6;0.8;332;0;203.8;34;82.1;3.9;935.6;17.7;28.5;0;1009.8;1008.2;1012;2
16/7/2022;Ιουλ;197;24.7;67.3;0.7;323.5;2.4;157.2;29.8;85.1;2.9;911.6;18.1;45.8;0;1010.8;1010.2;1012.5;1.9
17/7/2022;Ιουλ;198;25.7;65.8;1;281.7;0;156.5;32.2;90.2;3.9;924.3;19;39.9;0;1013.1;1012.5;1015;2.2
18/7/2022;Ιουλ;199;25.1;48.6;1;318.1;0;107.8;32.3;74.1;3.4;951.7;19.6;26.4;0;1016.3;1015;1017.6;2.2
19/7/2022;Ιουλ;200;24.4;45.6;2;335.2;0;64.4;29.9;68.7;6.5;935.1;18.2;28.7;0;1016.3;1014;1018.1;3.7
20/7/2022;Ιουλ;201;24.3;51.3;1.6;326.8;0;96.4;32.3;88.6;5.6;923.4;16.5;27.7;0;1014.9;1012.5;1016.6;3.1
21/7/2022;Ιουλ;202;24.4;63.9;1.1;317.4;0;181.2;31.6;92.8;4.2;895;16.5;38.3;0;1011.1;1008.9;1014.3;2.3
22/7/2022;Ιουλ;203;25;66;0.6;310.6;0;170.2;31;91.7;2.3;891.1;18.5;44.1;0;1011.4;1010.5;1012.5;1.7
23/7/2022;Ιουλ;204;26;64.5;0.8;310.3;0;134.3;32;87.5;3.6;890.2;18;42.7;0;1012.2;1010.5;1013.8;2
24/7/2022;Ιουλ;205;26.5;62.1;0.6;301.7;0;150.6;33;90;2.4;898.9;19.8;35.8;0;1010;1007.7;1011.5;1.7
25/7/2022;Ιουλ;206;25.1;71.6;0.6;209.3;6;176.5;31.2;99.7;5.2;882.3;18.4;50.7;0;1008.6;1006.9;1010.2;1.8
26/7/2022;Ιουλ;207;25.4;72.4;0.8;313.9;0;184.3;31.2;95.6;3.1;918.5;19.8;43.3;0;1007.6;1005.6;1009.4;1.9
27/7/2022;Ιουλ;208;26.2;64.4;0.6;313.4;0;143.3;32.9;87.5;2.3;907.7;19.3;39.4;0;1006.1;1004.4;1007.1;1.7
28/7/2022;Ιουλ;209;27.4;61.2;1;315.4;0;133.4;35.5;90.5;4;901.4;19.8;32.2;0;1007.7;1006.4;1010.5;2.2
29/7/2022;Ιουλ;210;27.4;52.4;1.7;320.4;0;98;34.3;88.4;4.4;917.5;21.7;29.7;0;1009.9;1008.2;1011.2;3.3
30/7/2022;Ιουλ;211;26.9;52.7;0.8;318.3;0;152;34.2;76.9;3.5;915.1;19.4;28.5;0;1008.7;1006.4;1010.7;2
31/7/2022;Ιουλ;212;26.1;62.5;0.7;285.3;0.2;158.3;33.2;91.2;3.5;902.8;20.5;37.6;0;1006.4;1004.6;1008.7;1.8
1/8/2022;Αυγ;213;25.9;60.2;1;322.8;0;162.4;29.8;85.6;3.3;978;20.1;38.7;0;1006.6;1005.1;1007.7;2.2
2/8/2022;Αυγ;214;25.2;60.3;0.8;304.4;0;144.2;30.2;87.1;3.3;1074.2;19.4;36.9;0;1008;1007.1;1009.2;1.9
3/8/2022;Αυγ;215;26.5;51.9;1.2;287.3;4.2;61.8;32.4;81.9;4;1018.1;19.4;32.5;0;1009.7;1007.9;1011;2.6
4/8/2022;Αυγ;216;26.4;50.8;1.3;315.1;0;100.1;33.9;74.9;4.9;963.9;19.2;24;0;1010.4;1008.7;1011.5;2.7
5/8/2022;Αυγ;217;26.9;54;1.2;296.9;0;158;34.1;87.4;4.2;941.4;19.8;29;0;1009.1;1006.4;1011.5;2.5
6/8/2022;Αυγ;218;27;60.7;1.2;274.7;0;113.9;34.7;85.1;5.4;1031.8;20.1;31;0;1006.3;1004.1;1008.4;2.4
7/8/2022;Αυγ;219;27.4;54.3;1.4;274.4;0;74.4;34;83.1;4.5;973.6;20.9;31.4;0;1006.3;1004.9;1008.4;2.9
8/8/2022;Αυγ;220;28.7;37.7;3.1;279.6;0;52.1;33.9;56.2;7.4;970.2;24.7;24.8;0;1008.3;1007.1;1009.7;5.6
9/8/2022;Αυγ;221;28.3;31.3;2.1;299.3;4.2;58.6;34.5;44.9;7;933.6;21.8;20.6;0;1008.7;1006.9;1009.9;4.5
10/8/2022;Αυγ;222;27.5;39.6;1.4;265.9;0;72.5;34.4;51.7;5.2;959.5;20.9;26.2;0;1008.8;1007.4;1009.9;3.2
11/8/2022;Αυγ;223;25.2;57.4;0.7;210.8;4.8;88.3;30.3;85.7;2.8;1033.7;21;39.1;0;1009.7;1008.4;1010.7;1.8
12/8/2022;Αυγ;224;25.3;58.3;1;284.3;0;133.6;30.7;84.2;3.4;909.7;20.7;36.4;0;1009.4;1007.1;1011.2;2.2
13/8/2022;Αυγ;225;25;61.3;0.6;257.2;0;94.5;31.9;87;6.4;1004.9;18.9;36.8;0;1005.6;1003.3;1008.7;1.7
14/8/2022;Αυγ;226;23.9;65.7;0.6;182.5;0;114.4;30;82.1;4.2;834.5;20;43.2;0;1002.5;1000.3;1004.9;1.7
15/8/2022;Αυγ;227;23.1;72.8;1.1;291.4;0;195;27.8;98.1;3.6;874.5;17.6;52;0;1003.9;1002.1;1006.1;2.3
16/8/2022;Αυγ;228;24.2;75.7;0.8;286;0;123.8;30.2;94.2;3.2;863.8;18.3;48.7;0;1006.9;1005.9;1007.9;1.9
17/8/2022;Αυγ;229;25.7;64;0.7;248.4;0;144.8;34.4;89.3;6.8;863.8;19.3;33.9;0;1006.2;1005.4;1007.7;1.8
18/8/2022;Αυγ;230;27.4;53.8;0.9;271.2;0;230.6;35.5;81.6;3.7;904.8;19.6;30.2;0;1006.4;1004.9;1007.4;2.2
19/8/2022;Αυγ;231;27;56.4;0.6;268.2;0;121.5;33.8;76.4;3.1;855;19.7;35.4;0;1006.4;1005.4;1007.4;1.7
20/8/2022;Αυγ;232;26.2;63.5;0.7;261.2;0;136.5;30.9;81.9;2.6;803.7;20.5;47.2;0;1005.5;1002.8;1007.9;2
21/8/2022;Αυγ;233;25.8;60.5;0.4;182;0;144;32.3;84.1;2.2;944.4;21.6;40.7;0;1002.5;1000.3;1004.1;1.5
22/8/2022;Αυγ;234;25.5;64.8;0.8;242.1;0;117.6;30.8;82.2;3.3;895.5;20.3;45.5;0;1002.2;1001;1003.3;2
23/8/2022;Αυγ;235;23.8;79.9;0.5;121.3;2.6;45.5;30.9;96.6;5.5;594.2;20;51.8;0;1004.8;1003.3;1006.4;1.6
24/8/2022;Αυγ;236;25.5;67.1;1.4;205.2;4.8;69.7;32.4;100;4.1;907.7;19.1;42.8;0;1006.2;1003.3;1010.5;2.7
25/8/2022;Αυγ;237;22.6;83.2;1.3;189.4;1.6;108.6;28.1;100;4.8;805.7;18.9;62.8;0;1005.6;1003.3;1008.2;2.5
26/8/2022;Αυγ;238;21.5;87.3;0.4;102.5;0.2;30.8;24.3;100;2.2;653.3;18;74.2;0;1004.5;1003.1;1005.9;1.8
27/8/2022;Αυγ;239;23.7;69.8;0.6;262.8;0;30.9;30.1;95.7;2.7;827.2;17.5;39;0;1006.8;1005.6;1008.9;1.6
28/8/2022;Αυγ;240;24.8;65.6;0.6;264.9;0;31;31.5;90.1;2.6;824.7;18;38.1;0;1009;1008.4;1010.2;1.6
29/8/2022;Αυγ;241;25.4;65.2;0.7;260.2;0;31.1;32.1;85.8;2.7;815;18.9;41.4;0;1009.6;1008.2;1010.7;1.8
30/8/2022;Αυγ;242;26;58.4;0.8;264.8;0;32.7;32.8;80.2;4.1;820.8;19.3;33;0;1009.2;1007.9;1010.5;1.9
31/8/2022;Αυγ;243;24.7;61.3;0.5;220.4;0;144.2;33.5;79.8;3.3;868.2;19.1;34.8;0;1008.3;1006.9;1009.2;1.5
1/9/2022;Σεπ;244;23.8;69.3;0.9;244.9;0;351;29.7;88.6;3.2;806.2;18.2;45.2;0;1007.5;1006.1;1008.7;2
2/9/2022;Σεπ;245;24.2;70.7;0.9;182.5;0;351;29.4;86.1;4;920.9;19.8;50.9;0;1007.5;1006.1;1008.4;2.1
3/9/2022;Σεπ;246;23.8;71.2;0.8;252.2;0;342.6;30.1;89.6;3.3;863.8;18.5;48;0;1009.8;1008.2;1012.7;2
4/9/2022;Σεπ;247;23.6;68;0.7;235.3;0;328.8;27.9;83.8;2.6;931.2;20.9;51.1;0;1014.8;1012.7;1016;1.9
5/9/2022;Σεπ;248;22.6;53.3;1.7;232.3;0;241.2;27.8;73;4.4;847.2;17.4;33.3;0;1017;1015.8;1018.8;3
6/9/2022;Σεπ;249;20.9;61.4;1;255.5;0;186.6;26.6;86.1;3.7;920.4;14.1;41.2;0;1017;1014.5;1019.1;2.1
7/9/2022;Σεπ;250;21.4;51.2;0.7;264.8;0;231.8;28.4;70.6;2.5;835;15.3;30.5;0;1015.9;1013.8;1017.3;1.7
8/9/2022;Σεπ;251;20.8;57.3;0.7;257.7;0;17.1;27.7;80.3;2.8;815;14.2;33.8;0;1015;1013.5;1016.6;1.7
9/9/2022;Σεπ;252;21.6;63.6;0.6;244.7;0;17.1;27.8;84.1;2.7;784.7;15.1;44.3;0;1013.5;1011.5;1015;1.7
10/9/2022;Σεπ;253;22.8;70.8;0.6;241.7;0;83.5;28.7;89.6;2.8;770;16.9;52.6;0;1009.5;1006.6;1012;1.8
11/9/2022;Σεπ;254;23.5;70.1;0.8;230.4;0;180.7;29.7;94.2;2.9;797.4;17.5;48.8;0;1006.5;1004.6;1007.9;2
12/9/2022;Σεπ;255;21.7;69.9;1;206.7;3.2;197.4;26.2;95.9;3.5;958.5;17.8;49;0;1006.5;1005.1;1007.9;2.1
13/9/2022;Σεπ;256;20.1;66.2;0.8;236.9;0;197.3;25;92.3;3;926.8;15.9;38.1;0;1008.2;1006.9;1010.5;1.7
14/9/2022;Σεπ;257;20.1;66;0.7;251.7;0;197.1;25.7;87.9;3;824.2;14.3;36.6;0;1011.2;1010.5;1012.2;1.6
15/9/2022;Σεπ;258;21.2;74.7;0.6;235.2;0;197.2;27.9;93.9;3.1;771;14.3;48.3;0;1009.7;1008.2;1011.7;1.7
16/9/2022;Σεπ;259;22.1;84.4;0.5;228.3;0;197.1;27.9;99.4;2.1;756.8;16;62.5;0;1006.5;1004.6;1008.7;1.8
17/9/2022;Σεπ;260;22.9;83.6;0.5;171.2;0;197.2;27.9;100;2;782.7;20;60.9;0;1001.9;999.3;1004.9;1.7
18/9/2022;Σεπ;261;21.8;59.1;1.1;208;0;197.1;28.7;90.6;5.4;889.2;15.7;26.1;0;1002.7;999.3;1010.2;2.1
19/9/2022;Σεπ;262;18.1;50.3;0.6;251.5;0;196.9;22.8;77.9;2.5;821.3;13.2;27.5;0;1010.7;1009.2;1012.5;1.4
20/9/2022;Σεπ;263;18.1;53.7;0.7;245.9;0;196.9;23.6;82.3;2.5;798.4;12.1;32.5;0;1010.3;1009.2;1012;1.6
21/9/2022;Σεπ;264;16.9;48.5;0.4;68.9;0;196.9;19.9;66;1.4;387.7;13.1;36.2;0;1012.1;1011;1013;1.2
22/9/2022;Σεπ;265;15.6;54.7;0.6;170.2;0;196.9;21.6;75.2;3.1;1056.2;9.5;32;0;1012.7;1012;1014.3;1.4
23/9/2022;Σεπ;266;15.1;63.6;0.4;166.1;0;196.9;19.8;86.1;3.8;899.9;10.2;39.6;0;1014.3;1013.3;1015.8;1.2
24/9/2022;Σεπ;267;15.2;66.2;0.6;220.5;0;196.9;21.8;90.9;2.8;910.2;7.5;40.2;0;1016.6;1015.5;1018.1;1.5
25/9/2022;Σεπ;268;16.6;72.1;0.7;231.5;0;196.9;23.3;92.5;3;818.4;9.9;48.4;0;1015.5;1013.5;1017.3;1.7
26/9/2022;Σεπ;269;17.8;77.8;0.8;217.8;0;197;24.2;94.6;3.1;910.2;11.4;48.1;0;1010.8;1007.4;1013.8;1.7
27/9/2022;Σεπ;270;20.2;79.6;0.8;126.7;0;197.2;25.6;94;3.5;871.1;15.3;54.1;0;1002.4;1000;1007.1;1.9
28/9/2022;Σεπ;271;20.9;71.2;1.1;223;0;197.2;27.4;93.8;4.6;759.3;15.3;39.2;0;1002.1;1001;1004.1;2.1
29/9/2022;Σεπ;272;21.3;72.2;1;205.1;0;197.2;27.8;89.9;3.6;746.6;16.4;43;0;1004.7;1003.1;1007.9;2
30/9/2022;Σεπ;273;21.2;76.6;0.6;216.1;0;197.1;28.2;95.4;3.3;740.7;15.9;44.4;0;1011.3;1007.7;1015.5;1.6
1/10/2022;Οκτ;274;21.3;74.4;0.5;201.2;0;197.1;29.4;94.6;2.5;949.7;15.7;42.3;0;1014.9;1007.9;1017.6;1.5
2/10/2022;Οκτ;275;22.2;51;0.6;217.1;0;197.1;30.5;88.4;2.3;752.9;16.5;16.7;0;1008.3;1005.1;1011.7;1.4
3/10/2022;Οκτ;276;18.6;57.6;1;190.1;0;196.8;24.6;82.8;3.6;940;11.5;42.2;0;1010.1;1007.1;1011.7;2.2
4/10/2022;Οκτ;277;16.8;47.4;0.4;160.3;0;196.9;22.7;70.7;2;844.3;10.2;28.1;0;1014.8;1011.2;1020.1;1.2
5/10/2022;Οκτ;278;16.5;50.7;0.5;194.1;0;199.5;22.5;70.5;2.5;822.8;10.4;32;0;1022.5;1020.1;1024.7;1.3
6/10/2022;Οκτ;279;16.7;51.3;1;190.6;0;309.7;23.5;70.4;4.5;734.9;10.4;30.7;0;1022.5;1020.1;1025;2
7/10/2022;Οκτ;280;19.8;40.8;2;212.7;0;225.6;24.6;58.8;4.9;723.2;14.6;24.2;0;1019.6;1017.1;1021.4;3.4
8/10/2022;Οκτ;281;18.6;50.9;0.8;203.5;0;76.4;24.6;72;3;710.5;12.4;34.3;0;1016.3;1013.8;1019.1;1.8
9/10/2022;Οκτ;282;17;64.6;0.3;190.5;0;76.5;23.5;88.4;1.8;715.3;11;41.6;0;1016.1;1014.8;1018.6;1.2
10/10/2022;Οκτ;283;17.9;62.3;0.6;172.3;0;76.6;23.7;91;3.6;823.7;12.7;39.4;0;1019.8;1018.3;1021.1;1.5
11/10/2022;Οκτ;284;17.1;68.7;0.4;118.7;0;76.5;23;89.9;2.3;578.1;10.7;44.1;0;1017.9;1016;1019.9;1.3
12/10/2022;Οκτ;285;17.9;61.2;0.6;162.2;0;76.5;23.4;94.4;3.5;790.5;13.6;28.9;0;1018;1017.1;1019.4;1.3
13/10/2022;Οκτ;286;16.5;52.9;0.5;173.6;0;76.6;23.8;77.1;2.4;712.4;9.7;23.2;0;1017.8;1015.5;1019.6;1.2
14/10/2022;Οκτ;287;16.6;61.4;1.5;67.4;0.2;76.5;19;84.7;4.3;342.3;14.2;43.7;0;1013.5;1011.5;1016;2.4
15/10/2022;Οκτ;288;16.9;60.6;2.1;110.3;0.2;76.3;21.4;80.4;4.9;849.1;14.6;43.1;0.2;1013.8;1012;1017.1;3
16/10/2022;Οκτ;289;16.9;48.7;1.4;191.1;0;76.1;21.3;65.1;4.8;689.5;13.8;32.9;0;1020;1017.3;1024.4;2.4
17/10/2022;Οκτ;290;16;48.8;1.3;194.1;0;76.1;22.6;70.7;4.3;688.5;8.1;33;0;1026.2;1024.7;1027.7;2.5
18/10/2022;Οκτ;291;17.1;50.8;0.8;190.4;0;76.2;23.2;65.5;3.9;683.1;12.3;25.9;0;1023.8;1019.6;1027.5;1.6
19/10/2022;Οκτ;292;14.1;63.7;0.5;187.6;0;76.3;21.1;88.6;2.7;679.7;7.7;40.8;0;1015.2;1012.2;1019.4;1.4
20/10/2022;Οκτ;293;14.8;66.8;0.5;178.1;0;76.3;22.9;91.5;2.6;656.7;7.7;33.4;0;1016.7;1014.3;1021.4;1.2
21/10/2022;Οκτ;294;12.9;71.2;0.4;146.6;0;76.4;19;93.2;2.6;730.5;7.7;45.1;0;1022.5;1021.1;1024.2;1.2
22/10/2022;Οκτ;295;12.7;76.9;0.5;166;0;76.4;19.3;93.3;2.3;618.2;5.9;53.1;0;1021;1018.6;1023.2;1.3
23/10/2022;Οκτ;296;14.9;83;0.2;165.5;0;76.5;22.5;97.9;1.9;621.6;8.9;53.1;0;1017.7;1016.6;1019.4;1.1
24/10/2022;Οκτ;297;16.2;80;0.3;160.2;0;76.5;24;98.9;1.7;602.1;9.6;48.5;0;1018.5;1017.1;1020.1;1.2
25/10/2022;Οκτ;298;16;81.3;0.3;152.3;0;77;23.8;100;1.7;599.1;10.2;48.9;0;1015.2;1013.3;1017.3;1.2
26/10/2022;Οκτ;299;16.8;74.8;0.3;155.3;0;77.4;24.3;96.3;2.4;592.3;11;49;0;1016.1;1014;1020.4;1.2
27/10/2022;Οκτ;300;16.7;67.7;0.3;146.7;0;77.3;24.3;90.8;2.5;757.3;12;37.6;0;1022.1;1020.1;1023.7;1.1
28/10/2022;Οκτ;301;16.6;54.8;1.6;163.5;0;76.7;22.2;77.6;4.9;626.5;11.4;33.1;0;1023.8;1022.2;1025.2;2.6
29/10/2022;Οκτ;302;14.5;65.7;0.7;160.1;0;76.4;21.9;86.7;4.1;618.2;8.3;35.8;0;1021.4;1019.4;1024.2;1.5
30/10/2022;Οκτ;303;14.2;68.5;0.5;152.6;0;76.4;21.7;93.4;2.5;615.2;8.5;39.8;0;1017.5;1015.3;1020.4;1.3
31/10/2022;Οκτ;304;16.4;64.8;0.3;127.7;0;76.4;25;89.2;2.4;634.3;8.9;36.2;0;1016.1;1014.3;1019.4;1.1
1/11/2022;Νοε;305;15.5;75.2;0.5;146.8;0;66.6;22.5;96.6;2.1;577.6;9;46.9;0;1019.4;1018.3;1020.6;1.3
2/11/2022;Νοε;306;15.2;83.6;0.5;146.1;0;62;23.1;100;2.7;581.6;8;45;0;1016.7;1014.3;1019.1;1.3
3/11/2022;Νοε;307;15.1;75.5;0.3;131.1;0;62;23.2;100;1.9;557.6;7.8;46.6;0;1015.8;1014.8;1017.6;1.1
4/11/2022;Νοε;308;14;83.2;0.3;132.2;0;62;19.8;100;2;543.5;9.4;64.6;0;1012.6;1010.5;1015.3;1.1
5/11/2022;Νοε;309;15.4;87.5;0.6;124.3;0;62;21.2;100;2;622.6;8.9;61.3;0;1009.8;1008.7;1011;1.3
6/11/2022;Νοε;310;16.2;86.5;0.8;61.1;12.8;164.9;20.1;99.9;3.1;582.5;13.1;67.8;0;1010;1008.4;1014.8;1.4
7/11/2022;Νοε;311;16.1;71.4;0.6;135.3;0;212.4;21.5;93.1;3;563;10.1;45.4;0;1014.4;1011.5;1017.6;1.4
8/11/2022;Νοε;312;12.8;87.1;0.2;111.2;0;212.4;18.2;99.7;1.8;476.1;9.1;67.8;0;1017.7;1016.8;1019.1;0.9
9/11/2022;Νοε;313;11.8;88.2;0.3;120.7;0;212.4;17.8;100;1.7;537.6;7.2;64.4;0;1019.5;1018.3;1020.6;1
10/11/2022;Νοε;314;11.9;88.4;0.3;129.3;0;212.4;18.4;100;1.8;539.1;7.1;63.2;0;1020.8;1019.6;1022.9;1
11/11/2022;Νοε;315;13.1;81.4;0.3;83;0;212.4;18.1;100;2.6;675.3;7.5;57.8;0;1023.5;1022.4;1025;0.9
12/11/2022;Νοε;316;12.5;73.4;1.3;39.8;4.6;210.8;14.1;89;2.6;396.5;9.5;58.5;0.1;1024.8;1023.2;1026.5;1.7
13/11/2022;Νοε;317;13.4;73.4;0.3;134.9;0;210.5;18.1;89.6;2.1;553.2;8.7;52.9;0;1025.8;1024.4;1027.2;0.9
14/11/2022;Νοε;318;10.4;83.6;0.3;128.1;0;210.3;17.5;97.3;2.8;543.5;5.6;55.5;0;1022;1020.1;1024.4;0.9
15/11/2022;Νοε;319;10;84.3;0.1;94.3;0;210.3;16.4;97.5;1.8;520.5;4.9;57.2;0;1016.6;1012.5;1020.1;0.7
16/11/2022;Νοε;320;12.6;86;0.8;113.5;0;210.4;18.2;98.1;5.1;531.7;8.2;63.4;0;1007;1004.1;1012.2;1.3
17/11/2022;Νοε;321;13.6;96.6;0.1;46.1;1;210.5;18.2;100;2.2;285.6;11;82.7;0;1002;1000.5;1004.1;0.7
18/11/2022;Νοε;322;14.4;95.2;0.1;108.2;0;210.5;20;100;1.2;655.8;10;73.7;0;1001.9;1000.3;1003.3;0.8
19/11/2022;Νοε;323;16.9;94.8;0.5;90;0.2;210.5;21.3;100;1.8;517.1;13.2;71.9;0;1007.5;1002.1;1011;1.1
20/11/2022;Νοε;324;17.6;93.4;1.6;56.9;0.8;220.4;20.7;100;4.3;425.3;15.4;75.4;0;1008.5;1005.4;1010.7;1.8
21/11/2022;Νοε;325;16.1;79.1;2.5;56.3;2.5;220;18.6;92;6.9;572.8;11;62.2;0;1002.3;998.2;1005.1;2.6
22/11/2022;Νοε;326;12.7;70.8;0.3;83.6;2.2;229.6;16.6;97.9;4.1;660.2;7.3;49.1;0;1006.9;1001.3;1009.7;0.8
23/11/2022;Νοε;327;14.8;87.1;2.7;88;19.6;189.7;18.2;100;6.5;561;9.2;64.7;0;1000.6;995.2;1006.1;2.4
24/11/2022;Νοε;328;12.3;86;0.3;115.5;1.2;189.2;18.2;97.9;1.8;552.3;7.9;58.7;0;1003.6;1002.1;1006.6;0.8
25/11/2022;Νοε;329;11;79;0.2;115;0;189.2;15.7;99.1;1.6;661.6;7.4;44.8;0;1011.5;1006.6;1016.8;0.7
26/11/2022;Νοε;330;8.8;72.4;0.2;112.7;0;189.2;14.8;85.9;1.2;514.2;5.1;46.1;0;1020.1;1016.8;1022.7;0.7
27/11/2022;Νοε;331;8.7;61.4;2.4;92.6;0;138.5;12.1;84.2;5.5;549.3;4.4;44.3;0;1021.6;1019.4;1023.9;2.4
28/11/2022;Νοε;332;8.3;68.8;1.2;23.6;0.2;90.9;9.2;80.6;2.8;120.6;7.3;57.7;0.2;1016;1013.8;1019.4;1.3
29/11/2022;Νοε;333;10.2;71.3;0.6;44.5;0;90.4;12.4;76.7;1.8;309.1;8.6;64.5;0.1;1013.2;1012.2;1013.8;0.9
30/11/2022;Νοε;334;11;76.5;1.3;15.5;0.6;90.4;11.8;85.6;3.4;84.5;9.9;73.1;0.3;1012.9;1012.2;1013.5;1.4
1/12/2022;Δεκ;335;9.6;84.5;1.7;9.7;8;90.3;11.1;92.2;3.3;43;8.8;74.9;0.4;1012;1010.2;1014;1.5
2/12/2022;Δεκ;336;10.5;81.3;0.3;92;1.2;90.4;14.5;91.9;2;606.9;8.1;63.7;0;1017.1;1012.2;1020.6;0.7
3/12/2022;Δεκ;337;10.7;83.7;0.4;83.8;0;90.4;14.1;96.5;2;441.4;8.4;68.1;0;1022.2;1020.9;1024.2;0.7
4/12/2022;Δεκ;338;10.1;79.2;1.1;42.2;0;90.4;11.9;89.1;3.4;259.8;8.6;68.9;0;1023.8;1022.7;1025;1.2
5/12/2022;Δεκ;339;9.8;75.8;0.4;43.6;0;90.4;12.4;85.7;2.3;248.5;7.2;64;0;1022.7;1021.1;1024.2;0.7
6/12/2022;Δεκ;340;10.2;84.8;0;44.1;0;90.4;13;94.3;0.1;392.1;7.9;70.6;0;1018;1015;1020.9;0.3
